Ranking;Title;Director;genre_action;genre_adventure;genre_comedy;genre_crime;genre_drama;genre_fantasy;genre_horror;genre_mystery;genre_romance;genre_sci-fi;genre_thriller;Actor 1;Actor 2;Actor 3;Actor 4;Year;Runtime (Minutes);Rating;Votes;Revenue (Millions);Metascore
432;Zoolander 2;Ben Stiller;no;no;yes;no;no;no;no;no;no;no;no;Ben Stiller;Owen Wilson;Penélope Cruz;Will Ferrell;2016;102;4.7;48297;28.84;34
433;World War Z;Marc Forster;yes;yes;no;no;no;no;yes;no;no;no;no;Brad Pitt;Mireille Enos;Daniella Kertesz;James Badge Dale;2013;116;7;494819;202.35;63
434;Mission: Impossible - Ghost Protocol;Brad Bird;yes;yes;no;no;no;no;no;no;no;no;yes;Tom Cruise;Jeremy Renner;Simon Pegg;Paula Patton;2011;132;7.4;382459;209.36;73
435;Let Me Make You a Martyr;Corey Asraf;yes;no;no;yes;yes;no;no;no;no;no;no;Marilyn Manson;Mark Boone Junior;Sam Quartin;Niko Nicotera;2016;102;6.4;223;;56
436;Filth;Jon S. Baird;no;no;yes;yes;yes;no;no;no;no;no;no;James McAvoy;Jamie Bell;Eddie Marsan;Imogen Poots;2013;97;7.1;81301;0.03;
437;The Longest Ride;George Tillman Jr.;no;no;no;no;yes;no;no;no;yes;no;no;Scott Eastwood;Britt Robertson;Alan Alda;Jack Huston;2015;123;7.1;58421;37.43;33
438;The imposible;J.A. Bayona;no;no;no;no;yes;no;no;no;no;no;yes;Naomi Watts;Ewan McGregor;Tom Holland;Oaklee Pendergast;2012;114;7.6;156189;19;73
439;Kick-Ass 2;Jeff Wadlow;yes;no;yes;yes;no;no;no;no;no;no;no;Aaron Taylor-Johnson;Chloë Grace Moretz;Christopher Mintz-Plasse;Jim Carrey;2013;103;6.6;214825;28.75;41
440;Folk Hero & Funny Guy;Jeff Grace;no;no;yes;no;no;no;no;no;no;no;no;Alex Karpovsky;Wyatt Russell;Meredith Hagner;Melanie Lynskey;2016;88;5.6;220;;63
441;Oz the Great and Powerful;Sam Raimi;no;yes;no;no;no;yes;no;no;no;no;no;James Franco;Michelle Williams;Rachel Weisz;Mila Kunis;2013;130;6.3;181521;234.9;44
442;Brooklyn;John Crowley;no;no;no;no;yes;no;no;no;yes;no;no;Saoirse Ronan;Emory Cohen;Domhnall Gleeson;Jim Broadbent;2015;117;7.5;94977;38.32;87
443;Coraline;Henry Selick;no;no;no;no;no;yes;no;no;no;no;no;Dakota Fanning;Teri Hatcher;John Hodgman;Jennifer Saunders;2009;100;7.7;156620;75.28;80
444;Blue Valentine;Derek Cianfrance;no;no;no;no;yes;no;no;no;yes;no;no;Ryan Gosling;Michelle Williams;John Doman;Faith Wladyka;2010;112;7.4;151409;9.7;81
445;The Thinning;Michael J. Gallagher;no;no;no;no;no;no;no;no;no;no;yes;Logan Paul;Peyton List;Lia Marie Johnson;Calum Worthy;2016;81;6;4531;;31
446;Silent Hill;Christophe Gans;no;yes;no;no;no;no;yes;yes;no;no;no;Radha Mitchell;Laurie Holden;Sean Bean;Deborah Kara Unger;2006;125;6.6;184152;46.98;
447;Dredd;Pete Travis;yes;no;no;no;no;no;no;no;no;yes;no;Karl Urban;Olivia Thirlby;Lena Headey;Rachel Wood;2012;95;7.1;213764;13.4;59
448;Hunt for the Wilderpeople;Taika Waititi;no;yes;yes;no;yes;no;no;no;no;no;no;Sam Neill;Julian Dennison;Rima Te Wiata;Rachel House;2016;101;7.9;52331;5.2;81
449;Big Hero 6;Don Hall;yes;yes;no;no;no;no;no;no;no;no;no;Ryan Potter;Scott Adsit;Jamie Chung;T.J. Miller;2014;102;7.8;309186;222.49;74
450;Carrie;Kimberly Peirce;no;no;no;no;yes;no;yes;no;no;no;no;Chloë Grace Moretz;Julianne Moore;Gabriella Wilde;Portia Doubleday;2013;100;5.9;113272;35.27;53
451;Iron Man 2;Jon Favreau;yes;yes;no;no;no;no;no;no;no;yes;no;Robert Downey Jr.;Mickey Rourke;Gwyneth Paltrow;Don Cheadle;2010;124;7;556666;312.06;57
452;Demolition;Jean-Marc VallÃ©e;no;no;yes;no;yes;no;no;no;no;no;no;Jake Gyllenhaal;Naomi Watts;Chris Cooper;Judah Lewis;2015;101;7;58720;1.82;49
453;Pandorum;Christian Alvart;yes;no;no;no;no;no;yes;yes;no;no;no;Dennis Quaid;Ben Foster;Cam Gigandet;Antje Traue;2009;108;6.8;126656;10.33;28
454;Olympus Has Fallen;Antoine Fuqua;yes;no;no;no;no;no;no;no;no;no;yes;Gerard Butler;Aaron Eckhart;Morgan Freeman;Angela Bassett;2013;119;6.5;214994;98.9;41
455;I Am Number Four;D.J. Caruso;yes;yes;no;no;no;no;no;no;no;yes;no;Alex Pettyfer;Timothy Olyphant;Dianna Agron;Teresa Palmer;2011;109;6.1;202682;55.09;36
456;Jagten;Thomas Vinterberg;no;no;no;no;yes;no;no;no;no;no;no;Mads Mikkelsen;Thomas Bo Larsen;Annika Wedderkopp;Lasse Fogelstrøm;2012;115;8.3;192263;0.61;76
457;The Proposal;Anne Fletcher;no;no;yes;no;yes;no;no;no;yes;no;no;Sandra Bullock;Ryan Reynolds;Mary Steenburgen;Craig T. Nelson;2009;108;6.7;241709;163.95;48
458;Get Hard;Etan Cohen;no;no;yes;yes;no;no;no;no;no;no;no;Will Ferrell;Kevin Hart;Alison Brie;T.I.;2015;100;6;95119;90.35;34
459;Just Go with It;Dennis Dugan;no;no;yes;no;no;no;no;no;yes;no;no;Adam Sandler;Jennifer Aniston;Brooklyn Decker;Nicole Kidman;2011;117;6.4;182069;103.03;33
460;Revolutionary Road;Sam Mendes;no;no;no;no;yes;no;no;no;yes;no;no;Leonardo DiCaprio;Kate Winslet;Christopher Fitzgerald;Jonathan Roumie;2008;119;7.3;159736;22.88;69
461;The Town;Ben Affleck;no;no;no;yes;yes;no;no;no;no;no;yes;Ben Affleck;Rebecca Hall;Jon Hamm;Jeremy Renner;2010;125;7.6;294553;92.17;74
462;The Boy;William Brent Bell;no;no;no;no;no;no;yes;yes;no;no;yes;Lauren Cohan;Rupert Evans;James Russell;Jim Norton;2016;97;6;51235;35.79;42
463;Denial;Mick Jackson;no;no;no;no;yes;no;no;no;no;no;no;Rachel Weisz;Tom Wilkinson;Timothy Spall;Andrew Scott;2016;109;6.6;8229;4.07;63
464;Predestination;Michael Spierig;no;no;no;no;yes;no;no;yes;no;yes;no;Ethan Hawke;Sarah Snook;Noah Taylor;Madeleine West;2014;97;7.5;187760;;69
465;Goosebumps;Rob Letterman;no;yes;yes;no;no;no;no;no;no;no;no;Jack Black;Dylan Minnette;Odeya Rush;Ryan Lee;2015;103;6.3;57602;80.02;60
466;Sherlock Holmes: A Game of Shadows;Guy Ritchie;yes;yes;no;yes;no;no;no;no;no;no;no;Robert Downey Jr.;Jude Law;Jared Harris;Rachel McAdams;2011;129;7.5;357436;186.83;48
467;Salt;Phillip Noyce;yes;no;no;yes;no;no;no;yes;no;no;no;Angelina Jolie;Liev Schreiber;Chiwetel Ejiofor;Daniel Olbrychski;2010;100;6.4;255813;118.31;65
468;Enemy;Denis Villeneuve;no;no;no;no;no;no;no;yes;no;no;yes;Jake Gyllenhaal;Mélanie Laurent;Sarah Gadon;Isabella Rossellini;2013;91;6.9;111558;1.01;61
469;District 9;Neill Blomkamp;yes;no;no;no;no;no;no;no;no;yes;yes;Sharlto Copley;David James;Jason Cope;Nathalie Boltt;2009;112;8;556794;115.65;81
470;The Other Guys;Adam McKay;yes;no;yes;yes;no;no;no;no;no;no;no;Will Ferrell;Mark Wahlberg;Derek Jeter;Eva Mendes;2010;107;6.7;199900;119.22;64
471;American Gangster;Ridley Scott;no;no;no;yes;yes;no;no;no;no;no;no;Denzel Washington;Russell Crowe;Chiwetel Ejiofor;Josh Brolin;2007;157;7.8;337835;130.13;76
472;Marie Antoinette;Sofia Coppola;no;no;no;no;yes;no;no;no;no;no;no;Kirsten Dunst;Jason Schwartzman;Rip Torn;Judy Davis;2006;123;6.4;83941;15.96;65
473;2012;Roland Emmerich;yes;yes;no;no;no;no;no;no;no;yes;no;John Cusack;Thandie Newton;Chiwetel Ejiofor;Amanda Peet;2009;158;5.8;297984;166.11;49
474;Harry Potter and the Half-Blood Prince;David Yates;no;yes;no;no;no;yes;no;no;no;no;no;Daniel Radcliffe;Emma Watson;Rupert Grint;Michael Gambon;2009;153;7.5;351059;301.96;78
475;Argo;Ben Affleck;no;no;no;no;yes;no;no;no;no;no;no;Ben Affleck;Bryan Cranston;John Goodman;Alan Arkin;2012;120;7.7;481274;136.02;86
476;Eddie the Eagle;Dexter Fletcher;no;no;yes;no;yes;no;no;no;no;no;no;Taron Egerton;Hugh Jackman;Tom Costello;Jo Hartley;2016;106;7.4;56332;15.79;54
477;The Lives of Others;Florian Henckel von Donnersmarck;no;no;no;no;yes;no;no;no;no;no;yes;Ulrich Mühe;Martina Gedeck;Sebastian Koch;Ulrich Tukur;2006;137;8.5;278103;11.28;89
478;Pet;Carles Torrens;no;no;no;no;no;no;yes;no;no;no;yes;Dominic Monaghan;Ksenia Solo;Jennette McCurdy;Da'Vone McDonald;2016;94;5.7;8404;;48
479;Paint It Black;Amber Tamblyn;no;no;no;no;yes;no;no;no;no;no;no;Alia Shawkat;Nancy Kwan;Annabelle Attanasio;Alfred Molina;2016;96;8.3;61;;71
480;Macbeth;Justin Kurzel;no;no;no;no;yes;no;no;no;no;no;no;Michael Fassbender;Marion Cotillard;Jack Madigan;Frank Madigan;2015;113;6.7;41642;;71
481;Forgetting Sarah Marshall;Nicholas Stoller;no;no;yes;no;yes;no;no;no;yes;no;no;Kristen Bell;Jason Segel;Paul Rudd;Mila Kunis;2008;111;7.2;226619;62.88;67
482;The Giver;Phillip Noyce;no;no;no;no;yes;no;no;no;yes;yes;no;Brenton Thwaites;Jeff Bridges;Meryl Streep;Taylor Swift;2014;97;6.5;93799;45.09;47
483;Triple 9;John Hillcoat;yes;no;no;yes;yes;no;no;no;no;no;no;Casey Affleck;Chiwetel Ejiofor;Anthony Mackie;Aaron Paul;2016;115;6.3;48400;12.63;52
484;Perfetti sconosciuti;Paolo Genovese;no;no;yes;no;yes;no;no;no;no;no;no;Giuseppe Battiston;Anna Foglietta;Marco Giallini;Edoardo Leo;2016;97;7.7;17584;;43
485;Angry Birds;Clay Kaytis;yes;yes;no;no;no;no;no;no;no;no;no;Jason Sudeikis;Josh Gad;Danny McBride;Maya Rudolph;2016;97;6.3;55781;107.51;
486;Moonrise Kingdom;Wes Anderson;no;yes;yes;no;yes;no;no;no;no;no;no;Jared Gilman;Kara Hayward;Bruce Willis;Bill Murray;2012;94;7.8;254446;45.51;84
487;Hairspray;Adam Shankman;no;no;yes;no;yes;no;no;no;no;no;no;John Travolta;Queen Latifah;Nikki Blonsky;Michelle Pfeiffer;2007;117;6.7;102954;118.82;81
488;Safe Haven;Lasse HallstrÃ¶m;no;no;no;no;yes;no;no;no;yes;no;yes;Julianne Hough;Josh Duhamel;Cobie Smulders;David Lyons;2013;115;6.7;84765;71.35;34
489;Focus;Glenn Ficarra;no;no;yes;yes;yes;no;no;no;no;no;no;Will Smith;Margot Robbie;Rodrigo Santoro;Adrian Martinez;2015;105;6.6;166489;53.85;56
490;Ratatouille;Brad Bird;no;no;yes;no;no;no;no;no;no;no;no;Brad Garrett;Lou Romano;Patton Oswalt;Ian Holm;2007;111;8;504039;206.44;96
491;Stake Land;Jim Mickle;no;no;no;no;yes;no;yes;no;no;yes;no;Connor Paolo;Nick Damici;Kelly McGillis;Gregory Jones;2010;98;6.5;36091;0.02;66
492;The Book of Eli;Albert Hughes;yes;yes;no;no;yes;no;no;no;no;no;no;Denzel Washington;Mila Kunis;Ray Stevenson;Gary Oldman;2010;118;6.9;241359;94.82;53
493;Cloverfield;Matt Reeves;yes;no;no;no;no;no;yes;no;no;yes;no;Mike Vogel;Jessica Lucas;Lizzy Caplan;T.J. Miller;2008;85;7;313803;80.03;64
494;Point Break;Ericson Core;yes;no;no;yes;no;no;no;no;no;no;no;Edgar Ramírez;Luke Bracey;Ray Winstone;Teresa Palmer;2015;114;5.3;44553;28.77;34
495;Under the Skin;Jonathan Glazer;no;no;no;no;yes;no;yes;no;no;yes;no;Scarlett Johansson;Jeremy McWilliams;Lynsey Taylor Mackay;Dougie McConnell;2013;108;6.3;94707;2.61;78
496;I Am Legend;Francis Lawrence;no;no;no;no;yes;no;yes;no;no;yes;no;Will Smith;Alice Braga;Charlie Tahan;Salli Richardson-Whitfield;2007;101;7.2;565721;256.39;65
497;Men in Black 3;Barry Sonnenfeld;yes;yes;yes;no;no;no;no;no;no;no;no;Will Smith;Tommy Lee Jones;Josh Brolin;Jemaine Clement;2012;106;6.8;278379;179.02;58
498;Super 8;J.J. Abrams;no;no;no;no;no;no;no;yes;no;yes;yes;Elle Fanning;AJ Michalka;Kyle Chandler;Joel Courtney;2011;112;7.1;298913;126.98;72
499;Law Abiding Citizen;F. Gary Gray;no;no;no;yes;yes;no;no;no;no;no;yes;Gerard Butler;Jamie Foxx;Leslie Bibb;Colm Meaney;2009;109;7.4;228339;73.34;34
500;Up;Pete Docter;no;yes;yes;no;no;no;no;no;no;no;no;Edward Asner;Jordan Nagai;John Ratzenberger;Christopher Plummer;2009;96;8.3;722203;292.98;88
501;Maze Runner: The Scorch Trials;Wes Ball;yes;no;no;no;no;no;no;no;no;yes;yes;Dylan O'Brien;Kaya Scodelario;Thomas Brodie-Sangster;Giancarlo Esposito;2015;131;6.3;159364;81.69;43
502;Carol;Todd Haynes;no;no;no;no;yes;no;no;no;yes;no;no;Cate Blanchett;Rooney Mara;Sarah Paulson;Kyle Chandler;2015;118;7.2;77995;0.25;95
503;Imperium;Daniel Ragussis;no;no;no;yes;yes;no;no;no;no;no;yes;Daniel Radcliffe;Toni Collette;Tracy Letts;Sam Trammell;2016;109;6.5;27428;;68
504;Youth;Paolo Sorrentino;no;no;yes;no;yes;no;no;no;no;no;no;Michael Caine;Harvey Keitel;Rachel Weisz;Jane Fonda;2015;124;7.3;52636;2.7;64
505;Mr. Nobody;Jaco Van Dormael;no;no;no;no;yes;yes;no;no;yes;no;no;Jared Leto;Sarah Polley;Diane Kruger;Linh Dan Pham;2009;141;7.9;166872;;63
506;City of Tiny Lights;Pete Travis;no;no;no;yes;yes;no;no;no;no;no;yes;Riz Ahmed;Billie Piper;James Floyd;Cush Jumbo;2016;110;5.7;291;;54
507;Savages;Oliver Stone;no;no;no;yes;yes;no;no;no;no;no;yes;Aaron Taylor-Johnson;Taylor Kitsch;Blake Lively;Benicio Del Toro;2012;131;6.5;107960;47.31;59
508;(500) Days of Summer;Marc Webb;no;no;yes;no;yes;no;no;no;yes;no;no;Zooey Deschanel;Joseph Gordon-Levitt;Geoffrey Arend;Chloë Grace Moretz;2009;95;7.7;398972;32.39;76
509;Movie 43;Elizabeth Banks;no;no;yes;no;no;no;no;no;yes;no;no;Emma Stone;Stephen Merchant;Richard Gere;Liev Schreiber;2013;94;4.3;83625;8.83;18
510;Gravity;Alfonso CuarÃ³n;no;no;no;no;yes;no;no;no;no;yes;yes;Sandra Bullock;George Clooney;Ed Harris;Orto Ignatiussen;2013;91;7.8;622089;274.08;96
511;The Boy in the Striped Pyjamas;Mark Herman;no;no;no;no;yes;no;no;no;no;no;no;Asa Butterfield;David Thewlis;Rupert Friend;Zac Mattoon O'Brien;2008;94;7.8;144614;9.03;55
512;Shooter;Antoine Fuqua;yes;no;no;yes;yes;no;no;no;no;no;no;Mark Wahlberg;Michael Peña;Rhona Mitra;Danny Glover;2007;124;7.2;267820;46.98;53
513;The Happening;M. Night Shyamalan;no;no;no;no;no;no;no;no;no;yes;yes;Mark Wahlberg;Zooey Deschanel;John Leguizamo;Ashlyn Sanchez;2008;91;5;170897;64.51;34
514;Bone Tomahawk;S. Craig Zahler;no;yes;no;no;yes;no;yes;no;no;no;no;Kurt Russell;Patrick Wilson;Matthew Fox;Richard Jenkins;2015;132;7.1;47289;66.01;72
515;Magic Mike XXL;Gregory Jacobs;no;no;yes;no;yes;no;no;no;no;no;no;Channing Tatum;Joe Manganiello;Matt Bomer;Adam Rodriguez;2015;115;5.7;42506;;60
516;Easy A;Will Gluck;no;no;yes;no;yes;no;no;no;yes;no;no;Emma Stone;Amanda Bynes;Penn Badgley;Dan Byrd;2010;92;7.1;294950;58.4;72
517;Exodus: Gods and Kings;Ridley Scott;yes;yes;no;no;yes;no;no;no;no;no;no;Christian Bale;Joel Edgerton;Ben Kingsley;Sigourney Weaver;2014;150;6;137299;65.01;52
518;Chappie;Neill Blomkamp;yes;no;no;yes;yes;no;no;no;no;no;no;Sharlto Copley;Dev Patel;Hugh Jackman;Sigourney Weaver;2015;120;6.9;188769;31.57;41
519;The Hobbit: The Desolation of Smaug;Peter Jackson;no;yes;no;no;no;yes;no;no;no;no;no;Ian McKellen;Martin Freeman;Richard Armitage;Ken Stott;2013;161;7.9;513744;258.36;66
520;Half of a Yellow Sun;Biyi Bandele;no;no;no;no;yes;no;no;no;yes;no;no;Chiwetel Ejiofor;Thandie Newton;Anika Noni Rose;Joseph Mawle;2013;111;6.2;1356;0.05;51
521;Anthropoid;Sean Ellis;no;no;no;no;no;no;no;no;no;no;yes;Jamie Dornan;Cillian Murphy;Brian Caspe;Karel Hermánek Jr.;2016;120;7.2;24100;2.96;59
522;The Counselor;Ridley Scott;no;no;no;yes;yes;no;no;no;no;no;yes;Michael Fassbender;Penélope Cruz;Cameron Diaz;Javier Bardem;2013;117;5.3;84927;16.97;48
523;Viking;Andrey Kravchuk;yes;no;no;no;yes;no;no;no;no;no;no;Anton Adasinsky;Aleksandr Armer;Vilen Babichev;Rostislav Bershauer;2016;133;4.7;1830;23.05;57
524;Whiskey Tango Foxtrot;Glenn Ficarra;no;no;yes;no;yes;no;no;no;no;no;no;Tina Fey;Margot Robbie;Martin Freeman;Alfred Molina;2016;112;6.6;36156;;
525;Trust;David Schwimmer;no;no;no;yes;yes;no;no;no;no;no;yes;Clive Owen;Catherine Keener;Liana Liberato;Jason Clarke;2010;106;7;36043;0.06;60
526;Birth of the Dragon;George Nolfi;yes;no;no;no;yes;no;no;no;no;no;no;Billy Magnussen;Terry Chen;Teresa Navarro;Vanessa Ross;2016;103;3.9;552;93.05;61
527;Elysium;Neill Blomkamp;yes;no;no;no;yes;no;no;no;no;yes;no;Matt Damon;Jodie Foster;Sharlto Copley;Alice Braga;2013;109;6.6;358932;;
528;The Green Inferno;Eli Roth;no;yes;no;no;no;no;yes;no;no;no;no;Lorenza Izzo;Ariel Levy;Aaron Burns;Kirby Bliss Blanton;2013;100;5.4;26461;7.19;38
529;Godzilla;Gareth Edwards;yes;yes;no;no;no;no;no;no;no;yes;no;Aaron Taylor-Johnson;Elizabeth Olsen;Bryan Cranston;Ken Watanabe;2014;123;6.4;318058;200.66;62
530;The Bourne Legacy;Tony Gilroy;yes;yes;no;no;no;no;no;yes;no;no;no;Jeremy Renner;Rachel Weisz;Edward Norton;Scott Glenn;2012;135;6.7;245374;113.17;61
531;A Good Year;Ridley Scott;no;no;yes;no;yes;no;no;no;yes;no;no;Russell Crowe;Abbie Cornish;Albert Finney;Marion Cotillard;2006;117;6.9;74674;7.46;47
532;Friend Request;Simon Verhoeven;no;no;no;no;no;no;yes;no;no;no;yes;Alycia Debnam-Carey;William Moseley;Connor Paolo;Brit Morgan;2016;92;5.4;12758;64.03;59
533;Deja Vu;Tony Scott;yes;no;no;no;no;no;no;no;no;yes;yes;Denzel Washington;Paula Patton;Jim Caviezel;Val Kilmer;2006;126;7;253858;;
534;Lucy;Luc Besson;yes;no;no;no;no;no;no;no;no;yes;yes;Scarlett Johansson;Morgan Freeman;Min-sik Choi;Amr Waked;2014;89;6.4;352698;126.55;61
535;A Quiet Passion;Terence Davies;no;no;no;no;yes;no;no;no;no;no;no;Cynthia Nixon;Jennifer Ehle;Duncan Duff;Keith Carradine;2016;125;7.2;1024;1.08;77
536;Need for Speed;Scott Waugh;yes;no;no;yes;yes;no;no;no;no;no;no;Aaron Paul;Dominic Cooper;Imogen Poots;Scott Mescudi;2014;132;6.5;143389;43.57;39
537;Jack Reacher;Christopher McQuarrie;yes;no;no;yes;no;no;no;yes;no;no;no;Tom Cruise;Rosamund Pike;Richard Jenkins;Werner Herzog;2012;130;7;250811;58.68;50
538;The Do-Over;Steven Brill;yes;yes;yes;no;no;no;no;no;no;no;no;Adam Sandler;David Spade;Paula Patton;Kathryn Hahn;2016;108;5.7;24761;0.54;22
539;True Crimes;Alexandros Avranas;no;no;no;yes;yes;no;no;no;no;no;yes;Jim Carrey;Charlotte Gainsbourg;Marton Csokas;Kati Outinen;2016;92;7.3;198;;43
540;American Pastoral;Ewan McGregor;no;no;no;yes;yes;no;no;no;no;no;no;Ewan McGregor;Jennifer Connelly;Dakota Fanning;Peter Riegert;2016;108;6.1;7115;;
541;The Ghost Writer;Roman Polanski;no;no;no;no;no;no;no;yes;no;no;yes;Ewan McGregor;Pierce Brosnan;Olivia Williams;Jon Bernthal;2010;128;7.2;137964;15.52;77
542;Limitless;Neil Burger;no;no;no;no;no;no;no;yes;no;yes;yes;Bradley Cooper;Anna Friel;Abbie Cornish;Robert De Niro;2011;105;7.4;444417;79.24;59
543;Spectral;Nic Mathieu;yes;no;no;no;no;no;no;yes;no;yes;no;James Badge Dale;Emily Mortimer;Bruce Greenwood;Max Martini;2016;107;6.3;27042;;39
544;P.S. I Love You;Richard LaGravenese;no;no;no;no;yes;no;no;no;yes;no;no;Hilary Swank;Gerard Butler;Harry Connick Jr.;Lisa Kudrow;2007;126;7.1;177247;53.68;
545;Zipper;Mora Stephens;no;no;no;no;yes;no;no;no;no;no;yes;Patrick Wilson;Lena Headey;Ray Winstone;Richard Dreyfuss;2015;103;5.7;4912;;39
546;Midnight Special;Jeff Nichols;no;no;no;no;yes;no;no;yes;no;yes;no;Michael Shannon;Joel Edgerton;Kirsten Dunst;Adam Driver;2016;112;6.7;54787;3.71;76
547;Don't Think Twice;Mike Birbiglia;no;no;yes;no;yes;no;no;no;no;no;no;Keegan-Michael Key;Gillian Jacobs;Mike Birbiglia;Chris Gethard;2016;92;6.8;10485;4.42;83
548;Alice in Wonderland;Tim Burton;no;yes;no;no;no;yes;no;no;no;no;no;Mia Wasikowska;Johnny Depp;Helena Bonham Carter;Anne Hathaway;2010;108;6.5;324898;334.19;53
549;Chuck;Philippe Falardeau;no;no;no;no;yes;no;no;no;no;no;no;Elisabeth Moss;Naomi Watts;Ron Perlman;Liev Schreiber;2016;98;6.8;391;0.11;68
550;I, Daniel Blake;Ken Loach;no;no;no;no;yes;no;no;no;no;no;no;Dave Johns;Hayley Squires;Sharon Percy;Briana Shann;2016;100;7.9;22941;;77
551;The Break-Up;Peyton Reed;no;no;yes;no;yes;no;no;no;yes;no;no;Jennifer Aniston;Vince Vaughn;Jon Favreau;Joey Lauren Adams;2006;106;5.8;106381;118.68;45
552;Loving;Jeff Nichols;no;no;no;no;yes;no;no;no;yes;no;no;Ruth Negga;Joel Edgerton;Will Dalton;Dean Mumford;2016;123;7.1;17141;7.7;79
553;Fantastic Four;Josh Trank;yes;yes;no;no;no;no;no;no;no;yes;no;Miles Teller;Kate Mara;Michael B. Jordan;Jamie Bell;2015;100;4.3;121847;56.11;27
554;The Survivalist;Stephen Fingleton;no;no;no;no;yes;no;no;no;no;yes;yes;Mia Goth;Martin McCann;Barry Ward;Andrew Simpson;2015;104;6.3;9187;;80
555;Colonia;Florian Gallenberger;no;no;no;no;yes;no;no;no;yes;no;yes;Emma Watson;Daniel Brühl;Michael Nyqvist;Richenda Carey;2015;106;7.1;30074;;33
556;The Boy Next Door;Rob Cohen;no;no;no;no;no;no;no;yes;no;no;yes;Jennifer Lopez;Ryan Guzman;Kristin Chenoweth;John Corbett;2015;91;4.6;30180;35.39;30
557;The Gift;Joel Edgerton;no;no;no;no;no;no;no;yes;no;no;yes;Jason Bateman;Rebecca Hall;Joel Edgerton;Allison Tolman;2015;108;7.1;96688;43.77;77
558;Dracula Untold;Gary Shore;yes;no;no;no;yes;yes;no;no;no;no;no;Luke Evans;Dominic Cooper;Sarah Gadon;Art Parkinson;2014;92;6.3;148504;55.94;40
559;In the Heart of the Sea;Ron Howard;yes;yes;no;no;no;no;no;no;no;no;no;Chris Hemsworth;Cillian Murphy;Brendan Gleeson;Ben Whishaw;2015;122;6.9;90372;24.99;47
560;Idiocracy;Mike Judge;no;yes;yes;no;no;no;no;no;no;yes;no;Luke Wilson;Maya Rudolph;Dax Shepard;Terry Crews;2006;84;6.6;115355;0.44;66
561;The Expendables;Sylvester Stallone;yes;yes;no;no;no;no;no;no;no;no;yes;Sylvester Stallone;Jason Statham;Jet Li;Dolph Lundgren;2010;103;6.5;283282;102.98;45
562;Evil Dead;Fede Alvarez;no;no;no;no;no;yes;yes;no;no;no;no;Jane Levy;Shiloh Fernandez;Jessica Lucas;Lou Taylor Pucci;2013;91;6.5;133113;54.24;57
563;Sinister;Scott Derrickson;no;no;no;no;no;no;yes;yes;no;no;no;Ethan Hawke;Juliet Rylance;James Ransone;Fred Dalton Thompson;2012;110;6.8;171169;48.06;53
564;Wreck-It Ralph;Rich Moore;no;yes;yes;no;no;no;no;no;no;no;no;John C. Reilly;Jack McBrayer;Jane Lynch;Sarah Silverman;2012;101;7.8;290559;189.41;72
565;Snow White and the Huntsman;Rupert Sanders;yes;yes;no;no;yes;no;no;no;no;no;no;Kristen Stewart;Chris Hemsworth;Charlize Theron;Sam Claflin;2012;127;6.1;239772;155.11;57
566;Pan;Joe Wright;no;yes;no;no;no;yes;no;no;no;no;no;Levi Miller;Hugh Jackman;Garrett Hedlund;Rooney Mara;2015;111;5.8;47804;34.96;36
567;Transformers: Dark of the Moon;Michael Bay;yes;yes;no;no;no;no;no;no;no;yes;no;Shia LaBeouf;Rosie Huntington-Whiteley;Tyrese Gibson;Josh Duhamel;2011;154;6.3;338369;352.36;42
568;Juno;Jason Reitman;no;no;yes;no;yes;no;no;no;no;no;no;Ellen Page;Michael Cera;Jennifer Garner;Jason Bateman;2007;96;7.5;432461;143.49;81
569;A Hologram for the King;Tom Tykwer;no;no;yes;no;yes;no;no;no;no;no;no;Tom Hanks;Sarita Choudhury;Ben Whishaw;Alexander Black;2016;98;6.1;26521;4.2;58
570;Money Monster;Jodie Foster;no;no;no;yes;yes;no;no;no;no;no;yes;George Clooney;Julia Roberts;Jack O'Connell;Dominic West;2016;98;6.5;68654;41.01;55
571;The Other Woman;Nick Cassavetes;no;no;yes;no;no;no;no;no;yes;no;no;Cameron Diaz;Leslie Mann;Kate Upton;Nikolaj Coster-Waldau;2014;109;6;110825;83.91;39
572;Enchanted;Kevin Lima;no;no;yes;no;no;no;no;no;no;no;no;Amy Adams;Susan Sarandon;James Marsden;Patrick Dempsey;2007;107;7.1;150353;127.71;75
573;The Intern;Nancy Meyers;no;no;yes;no;yes;no;no;no;no;no;no;Robert De Niro;Anne Hathaway;Rene Russo;Anders Holm;2015;121;7.1;159582;75.27;51
574;Little Miss Sunshine;Jonathan Dayton;no;no;yes;no;yes;no;no;no;no;no;no;Steve Carell;Toni Collette;Greg Kinnear;Abigail Breslin;2006;101;7.8;374044;59.89;80
575;Bleed for This;Ben Younger;no;no;no;no;yes;no;no;no;no;no;no;Miles Teller;Aaron Eckhart;Katey Sagal;Ciarán Hinds;2016;117;6.8;11900;4.85;62
576;Clash of the Titans;Louis Leterrier;yes;yes;no;no;no;yes;no;no;no;no;no;Sam Worthington;Liam Neeson;Ralph Fiennes;Jason Flemyng;2010;106;5.8;238206;163.19;39
577;The Finest Hours;Craig Gillespie;yes;no;no;no;yes;no;no;no;no;no;no;Chris Pine;Casey Affleck;Ben Foster;Eric Bana;2016;117;6.8;44425;27.55;58
